"Env","Rep","Block","Plot","Geno","FLOWER","Duration","PlantHt","CropBF","HI","YLD"
"A03WS-1","1","3",30,"WAB56-125",65,97,108,467.2,24.8288,0.60114
"A03WS-1","1","3",31,"IR68702-072-1-4-B",70,97,134,656.8,32.095,2.39863
"A03WS-1","1","3",32,"DINORADO",82,106,137,772,25.4404,2.02206
"A03WS-1","1","3",33,"IR55419-04",68,98,110,743.2,36.0603,2.82633
"A03WS-1","1","4",34,"IRAT170",79,104,113,875.2,35.6033,1.95435
"A03WS-1","1","4",35,"IR66424-1-2-1-5",63,97,110,663.6,33.695,2.28702
"A03WS-1","1","4",36,"IR55423-01",74,104,109,985.2,38.6114,3.37398
"A03WS-1","1","4",37,"IRAT216",72,98,97,832.8,18.5879,1.17503
"A03WS-1","1","4",38,"B6144F-MR-6-0-0",73,98,110,962.4,37.074,3.42618
"A03WS-1","1","4",40,"PRIMAVERA",62,84,102,574.8,28.0445,1.46095
"A03WS-1","1","4",41,"IR70360-38-1-B-1",71,104,118,752.4,27.8575,3.01019
"A03WS-1","1","4",43,"IR47686-30-3-2",78,104,104,1162.4,36.0977,4.32768
"A03WS-1","1","4",44,"IR66421-062-1-1-2",73,104,87,859.6,25.5933,2.00245
"A03WS-1","2","1",45,"IR55419-04",68,98,116,975.6,36.6544,3.6388
"A03WS-1","2","1",47,"IR60080-46A",72,104,128,1058.4,34.4671,3.38335
"A03WS-1","2","1",48,"IR71524-44-1-1",71,98,128,1097.2,28.4725,2.87309
"A03WS-1","2","1",49,"WAB181-18",61,97,115,796.4,30.8388,2.20066
"A03WS-1","2","1",50,"IR65907-116-1-B",70,98,125,1164,22.5086,1.78794
"A03WS-1","2","1",51,"C22",82,107,119,815.6,27.3664,3.44894
"A03WS-1","2","1",52,"IRAT216",76,98,98,1008,22.9762,1.49442
"A03WS-1","2","1",53,"MARAVILHA",60,84,123,493.6,22.8525,1.35524
"A03WS-1","2","1",54,"WAYRAREM",76,98,131,774.4,35.5888,1.35169
"A03WS-1","2","1",55,"IR70358-84-1-1",60,87,102,696,26.8391,2.05729
"A03WS-1","2","2",56,"WAB56-125",60,97,114,821.2,20.2143,1.10726
"A03WS-1","2","2",57,"CT13370-12-2-M",66,98,108,880,23.5,0.63295
"A03WS-1","2","2",58,"AUS196",66,98,128,896.4,29.1388,2.50917
"A03WS-1","2","2",59,"IR68702-072-1-4-B",68,97,141,1188.4,30.2592,1.86489
"A03WS-1","2","2",61,"IRAT170",81,104,108,555.2,23.487,1.21067
"A03WS-1","2","2",62,"IR66417-18-1-1-1",89,106,111,821.2,12.3234,0.86491
"A03WS-1","2","2",63,"B6144F-MR-6-0-0",75,98,115,1013.2,37.7813,3.34927
"A03WS-1","2","2",64,"IR72768-15-1-1",71,98,122,797.6,28.0843,1.66133
"A03WS-1","2","2",65,"WAB638-1",89,111,124,448.4,14.1838,0.38305
"A03WS-1","2","2",66,"IR66424-1-2-1-5",63,97,114,1058,33.9887,1.58213
"A03WS-1","2","3",68,"IR70360-38-1-B-1",71,98,116,1067.2,28.4108,2.51759
"A03WS-1","2","3",69,"IR65261-09-1-B",75,98,134,892.8,23.2079,1.86616
"A03WS-1","2","3",70,"PRIMAVERA",60,84,114,819.6,29.5266,0.9282
"A03WS-1","2","3",71,"IR71525-19-1-1",71,98,135,933.6,22.108,1.71285
"A03WS-1","2","3",72,"AZUCENA",81,104,144,1128.8,24.6634,2.11934
"A03WS-1","2","3",73,"CT13377-4-2-M",70,98,117,793.2,25.6682,1.61414
"A03WS-1","2","3",74,"UPLRI-5",82,106,125,956.4,30.1966,2.8329
"A03WS-1","2","3",75,"CT6516-24-3-2",73,98,113,860.4,24.9651,1.95196
"A03WS-1","2","3",76,"WAB96-1-1",75,98,132,1269.6,23.9445,0.91211
"A03WS-1","2","3",77,"IRAT212",58,97,94,674.8,24.837,1.19072
"A03WS-1","2","4",78,"IR66421-062-1-1-2",76,104,109,933.6,28.4062,2.49207
"A03WS-1","2","4",79,"PALAWAN",76,104,134,956.4,24.9268,1.87118
"A03WS-1","2","4",80,"CT6510-24-1-2",70,98,114,873.6,31.6392,3.90452
"A03WS-1","2","4",81,"CT13382-8-3-M",67,98,108,527.6,26.3078,1.28346
"A03WS-1","2","4",82,"UPLRI-7",69,104,106,905.2,38.4445,3.90327
"A03WS-1","2","4",83,"IR55423-01",76,104,107,954,34.4654,3.7105
"A03WS-1","2","4",84,"VANDANA",59,83,123,718.8,34.6689,2.76504
"A03WS-1","2","4",86,"DINORADO",82,106,141,878,24.8747,1.1933
"A03WS-1","2","4",87,"IR47686-30-3-2",80,106,113,1038.8,29.4956,2.4588
"A03WS-1","2","4",88,"IRAT177",72,98,125,957.6,23.1412,1.70033
"A03WS-1","3","1",89,"VANDANA",59,83,125,750.8,33.4576,2.94508
"A03WS-1","3","1",90,"IRAT170",79,105,129,702.8,31.8725,2.12846
"A03WS-1","3","1",91,"MARAVILHA",63,84,107,549.6,18.9229,0.59846
"A03WS-1","3","1",92,"WAYRAREM",76,104,127,972.8,39.8026,3.44636
"A03WS-1","3","1",93,"PALAWAN",76,105,135,618.4,27.3609,2.17298
"A03WS-1","3","1",94,"WAB638-1",89,111,122,1008,9.8413,0.98245
"A03WS-1","3","1",95,"IRAT216",72,98,105,1028,31.9844,2.30166
"A03WS-1","3","1",96,"CT13377-4-2-M",65,98,110,750.8,31.9126,2.09503
"A03WS-1","3","1",97,"CT6516-24-3-2",72,98,114,882,22.8571,1.49569
"A03WS-1","3","1",98,"CT6510-24-1-2",72,99,111,1278,34.4288,4.0104
"A03WS-1","3","2",100,"IR66424-1-2-1-5",64,97,121,1180.4,26.3639,2.45948
"A03WS-1","3","2",101,"UPLRI-5",82,107,115,1046.4,34.0596,3.05094
"A03WS-1","3","2",102,"AUS196",68,98,120,843.6,33.0963,2.62258
"A03WS-1","3","2",103,"IR71524-44-1-1",74,99,124,1121.6,31.9544,2.20248
"A03WS-1","3","2",104,"WAB181-18",63,97,104,501.2,23.0646,0.99402
"A03WS-1","3","2",105,"UPLRI-7",72,104,110,1133.2,35.2983,3.96167
"A03WS-1","3","2",106,"IR71525-19-1-1",72,98,119,806.8,40.704,2.41542
"A03WS-1","3","2",107,"IR70360-38-1-B-1",70,104,125,568,23.0282,2.41367
"A03WS-1","3","2",108,"IR55423-01",72,104,119,1108.8,35.2453,4.00854
"A03WS-1","3","2",109,"IR68702-072-1-4-B",71,97,137,684.4,31.4436,1.87912
"A03WS-1","3","2",110,"IR65907-116-1-B",72,99,111,919.6,25.3154,1.21292
"A03WS-1","3","3",111,"IR66421-062-1-1-2",76,104,107,981.2,33.0208,2.15474
"A03WS-1","3","3",112,"C22",82,111,109,1092.4,30.465,4.17729
"A03WS-1","3","3",114,"IR55419-04",68,98,123,816.8,39.8139,3.36685
"A03WS-1","3","3",116,"IR65261-09-1-B",75,98,128,920.8,23.6316,2.13924
"A03WS-1","3","3",117,"WAB56-125",63,97,107,632.8,28.3186,0.99661
"A03WS-1","3","3",118,"IR66417-18-1-1-1",89,111,121,1372.8,17.803,1.84885
"A03WS-1","3","3",119,"CT13370-12-2-M",70,98,108,786.8,16.1159,1.07713
"A03WS-1","3","3",120,"AZUCENA",78,104,151,709.2,29.1596,2.57997
"A03WS-1","3","3",121,"CT13382-8-3-M",66,98,107,972,30.7819,1.9293
"A03WS-1","3","4",122,"IRAT212",58,97,91,772.4,27.8612,1.70257
"A03WS-1","3","4",123,"DINORADO",81,106,149,1210.8,30.1949,2.28638
"A03WS-1","3","4",124,"PRIMAVERA",59,84,111,628.4,31.5722,1.61918
"A03WS-1","3","4",126,"IR47686-30-3-2",78,104,108,1079.2,34.2847,4.55849
"A03WS-1","3","4",127,"WAB96-1-1",72,98,128,1067.2,25.937,1.98599
"A03WS-1","3","4",128,"IR70358-84-1-1",58,87,109,1032,20.3101,1.77642
"A03WS-1","3","4",129,"IR72768-15-1-1",66,99,113,1169.6,30.5746,2.89798
"A03WS-1","3","4",130,"IRAT177",71,98,130,1005.2,20.971,2.60542
"A03WS-1","3","4",131,"B6144F-MR-6-0-0",72,104,131,841.6,36.0741,4.71526
"A03WS-1","3","4",132,"IR60080-46A",72,104,128,1217.6,29.1393,3.73493
